"Min,Max,Modal Price from Karnataka[Bajra(Pearl Millet/Cumbu)] from 01-Jan-2012To31-Dec-2012 (Total-2438) (Total-2438)",,,,,,,,,
Sl no.,``````,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
2413,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,900,1035,950,23-Apr-12
760,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,930,1130,1096,25-Apr-12
963,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1100,1075,25-Apr-12
1257,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1055,1255,1125,25-Apr-12
2277,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1000,1225,1110,25-Apr-12
2412,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,850,1001,950,25-Apr-12
759,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1139,1139,1139,26-Apr-12
962,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1100,1050,26-Apr-12
1256,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1051,1225,1151,26-Apr-12
1592,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1052,1066,1059,26-Apr-12
2276,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1100,1195,1150,26-Apr-12
104,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1075,1075,1075,27-Apr-12
105,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1075,1075,1075,27-Apr-12
361,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1045,1385,1180,27-Apr-12
526,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,960,1001,980,27-Apr-12
758,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1066,1162,1151,27-Apr-12
961,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1100,1050,27-Apr-12
1255,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1075,1615,1425,27-Apr-12
1513,Bagalkot,Jamakhandi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1060,1060,1060,27-Apr-12
1917,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1022,1059,1059,27-Apr-12
2275,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1000,1250,1125,27-Apr-12
525,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,1000,970,28-Apr-12
757,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1120,1152,1136,28-Apr-12
1254,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1051,1225,1156,28-Apr-12
1398,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1000,1000,1000,28-Apr-12
2274,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,865,1265,1065,28-Apr-12
1397,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1078,1085,1085,29-Apr-12
2004,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,FAQ,930,1000,950,29-Apr-12
103,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1200,1500,1300,30-Apr-12
524,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,950,950,30-Apr-12
756,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1010,1128,1053,30-Apr-12
960,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1100,1080,30-Apr-12
1253,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1055,1251,1126,30-Apr-12
1591,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1056,1056,1056,30-Apr-12
2273,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,975,1235,1105,30-Apr-12
2383,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1121,1121,1121,30-Apr-12
2411,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,900,1045,950,30-Apr-12
2272,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1105,1280,1190,1-May-12
523,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,930,1050,980,2-May-12
755,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1080,1160,1110,2-May-12
959,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1020,1100,1065,2-May-12
1252,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1051,1275,1112,2-May-12
1916,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1066,1066,1066,2-May-12
2271,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,630,1325,975,2-May-12
2410,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,900,1025,950,2-May-12
522,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,940,960,950,3-May-12
754,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1060,1122,1080,3-May-12
958,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1100,1050,3-May-12
1251,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1046,1271,1101,3-May-12
1590,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1030,1035,1033,3-May-12
2270,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1090,1335,1210,3-May-12
102,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1040,1070,1040,4-May-12
225,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1011,1011,1011,4-May-12
521,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,975,960,4-May-12
753,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1064,1101,1096,4-May-12
957,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1015,1100,1045,4-May-12
1250,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1025,1255,1125,4-May-12
2269,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1035,1385,1210,4-May-12
2382,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1144,1144,1144,4-May-12
2409,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,900,1101,1000,4-May-12
360,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1045,1385,1180,5-May-12
520,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,1015,960,5-May-12
752,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,963,1120,1090,5-May-12
956,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1010,1095,1035,5-May-12
1249,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1051,1285,1125,5-May-12
2268,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1020,1420,1220,5-May-12
2002,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,Medium,940,1200,1000,6-May-12
2003,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,FAQ,940,1200,1000,6-May-12
101,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,800,1200,1100,7-May-12
519,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,975,960,7-May-12
751,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1005,1102,1090,7-May-12
814,Bidar,Bidar,Bajra(Pearl Millet/Cumbu),Local,FAQ,945,945,945,7-May-12
955,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1100,1050,7-May-12
1248,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1025,1276,1151,7-May-12
1589,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1016,1032,1024,7-May-12
1915,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1000,1044,1044,7-May-12
2267,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1060,1355,1225,7-May-12
2408,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,800,1101,910,7-May-12
359,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1045,1385,1180,8-May-12
518,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,941,1000,960,8-May-12
750,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1042,1131,1068,8-May-12
954,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1100,1075,8-May-12
1247,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1051,1276,1175,8-May-12
1914,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1030,1065,1065,8-May-12
2266,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1020,1375,1195,8-May-12
2407,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,900,1061,950,8-May-12
358,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1045,1385,1180,9-May-12
517,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,975,960,9-May-12
749,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,960,1126,1106,9-May-12
1246,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1025,1276,1105,9-May-12
1396,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1000,1000,1000,9-May-12
2265,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1200,1415,1305,9-May-12
2406,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,900,1061,950,9-May-12
100,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1050,1070,1065,10-May-12
516,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,1000,950,10-May-12
748,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,942,1106,1092,10-May-12
953,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1100,1050,10-May-12
1245,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1051,1255,1152,10-May-12
1588,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1030,1032,1031,10-May-12
2264,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1130,1405,1265,10-May-12
515,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,1000,960,11-May-12
747,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,910,1101,1080,11-May-12
952,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1010,1090,1040,11-May-12
1244,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1075,1251,1125,11-May-12
1913,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1027,1027,1027,11-May-12
2263,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,930,1450,1190,11-May-12
2381,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,850,870,870,11-May-12
514,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,980,960,12-May-12
1243,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1055,1265,1152,12-May-12
1912,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1044,1044,1044,12-May-12
2262,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1150,1425,1285,12-May-12
2000,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,Medium,950,1180,1020,13-May-12
2001,Belgaum,Ramdurga,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,1180,1020,13-May-12
99,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1100,1300,1200,14-May-12
357,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1045,1385,1180,14-May-12
513,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,940,951,940,14-May-12
746,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,766,1103,991,14-May-12
951,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1100,1050,14-May-12
1242,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1011,1251,1125,14-May-12
1449,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1000,1020,1019,14-May-12
2261,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1050,1385,1215,14-May-12
2380,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1100,1100,1100,14-May-12
512,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,970,960,15-May-12
745,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1019,1076,1052,15-May-12
1241,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1051,1205,1112,15-May-12
1587,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1009,1009,1009,15-May-12
2260,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1205,1375,1290,15-May-12
511,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,920,960,950,16-May-12
744,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1015,1074,1046,16-May-12
1240,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1055,1201,1125,16-May-12
1448,Bellary,Hoovinahadagali,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,980,980,980,16-May-12
1586,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1009,1009,1009,16-May-12
2259,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,900,1355,1125,16-May-12
510,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,1050,1000,17-May-12
743,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,979,1063,1040,17-May-12
950,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1100,1050,17-May-12
1239,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1025,1225,1152,17-May-12
1395,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1050,1050,1050,17-May-12
1585,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1002,1016,1009,17-May-12
1788,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1041,1041,1041,17-May-12
2258,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,930,1375,1150,17-May-12
98,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1030,1035,1035,18-May-12
509,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,960,955,18-May-12
742,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1030,1056,1053,18-May-12
1238,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1051,1252,1175,18-May-12
2257,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1080,1465,1270,18-May-12
508,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,950,980,961,19-May-12
741,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1008,1070,1061,19-May-12
949,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1100,1050,19-May-12
1237,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1055,1271,1155,19-May-12
1787,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1041,1041,1041,19-May-12
2256,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1025,1305,1165,19-May-12
1786,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1041,1041,1041,20-May-12
97,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,900,1100,1000,21-May-12
507,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,900,971,950,21-May-12
740,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,922,1062,1019,21-May-12
948,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1100,1080,21-May-12
1236,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1051,1255,1125,21-May-12
1584,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,901,1031,966,21-May-12
1785,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,980,1041,1011,21-May-12
2255,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,950,1365,1155,21-May-12
2405,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,850,1015,900,21-May-12
224,Bagalkot,Bagalakot,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,941,941,941,22-May-12
506,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,920,940,930,22-May-12
739,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,935,1054,1008,22-May-12
947,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1100,1050,22-May-12
1235,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1055,1251,1110,22-May-12
1394,Bellary,H.B. Halli,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1000,1000,1000,22-May-12
1784,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1041,1041,1041,22-May-12
2254,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,745,1125,935,22-May-12
356,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1385,1385,1385,23-May-12
505,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,940,975,960,23-May-12
738,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,959,1070,1026,23-May-12
946,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1100,1075,23-May-12
1234,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1055,1258,1125,23-May-12
1783,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1040,1040,1040,23-May-12
2253,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1050,1255,1150,23-May-12
2379,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1135,1135,1135,23-May-12
504,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,930,961,950,24-May-12
737,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,943,1072,1027,24-May-12
945,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1100,1050,24-May-12
1233,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1115,1265,1155,24-May-12
1583,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1016,1016,1016,24-May-12
1782,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1040,1040,1040,24-May-12
2252,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,1000,1325,1160,24-May-12
2404,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,800,1051,900,24-May-12
95,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1050,1050,1050,25-May-12
96,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1050,1050,1050,25-May-12
355,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1045,1385,1180,25-May-12
503,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,940,1000,950,25-May-12
736,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1022,1148,1065,25-May-12
944,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1020,1095,1045,25-May-12
1232,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1050,1275,1125,25-May-12
1911,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1018,1018,1018,25-May-12
2251,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,625,1245,935,25-May-12
2403,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,900,1002,950,25-May-12
354,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1045,1385,1180,26-May-12
502,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,925,992,950,26-May-12
735,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1049,1070,1056,26-May-12
1231,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1015,1175,1105,26-May-12
1781,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1021,1021,1021,26-May-12
2250,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,700,1100,900,26-May-12
1780,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1025,1025,27-May-12
94,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1005,1010,1005,28-May-12
501,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,920,930,920,28-May-12
943,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1100,1050,28-May-12
1230,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1015,1190,1125,28-May-12
1582,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1021,1034,1028,28-May-12
1779,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1025,1025,28-May-12
1910,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1016,1016,1016,28-May-12
2249,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,850,1070,960,28-May-12
2402,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,800,976,900,28-May-12
353,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1045,1385,1180,29-May-12
500,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,940,950,940,29-May-12
734,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1015,1079,1058,29-May-12
1229,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1021,1182,1151,29-May-12
1778,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1025,1025,29-May-12
2248,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,875,1065,970,29-May-12
2401,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,900,1001,950,29-May-12
733,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1008,1080,1036,30-May-12
1228,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,1011,1186,1138,30-May-12
1777,Koppal,Kustagi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1030,1030,1030,30-May-12
2247,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,900,1080,990,30-May-12
2400,Bijapur,Talikot,Bajra(Pearl Millet/Cumbu),Other,FAQ,800,935,900,30-May-12
93,Bagalkot,Badami,Bajra(Pearl Millet/Cumbu),Hybrid,Medium,1010,1010,1010,1-Jun-12
352,Bangalore,Bangalore,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1045,1385,1180,1-Jun-12
499,Bidar,Basava Kalayana,Bajra(Pearl Millet/Cumbu),Local,FAQ,901,1000,950,1-Jun-12
732,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,986,1085,1021,1-Jun-12
942,Bijapur,Bijapur,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1025,1100,1050,1-Jun-12
1227,Gulbarga,Gulbarga,Bajra(Pearl Millet/Cumbu),Local,FAQ,951,1205,1125,1-Jun-12
1581,Koppal,Koppal,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1026,1026,1026,1-Jun-12
1909,Raichur,Raichur,Bajra(Pearl Millet/Cumbu),Local,FAQ,1044,1044,1044,1-Jun-12
2246,Karwar(Uttar Kannad),Siddapur,Bajra(Pearl Millet/Cumbu),Other,FAQ,955,1060,1005,1-Jun-12
2378,Raichur,Sindhanur,Bajra(Pearl Millet/Cumbu),Local,Medium,810,810,810,1-Jun-12
731,Bellary,Bellary,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,1011,1092,1037,2-Jun-12
